"","X","Region_ID","Trial","Block","Treatment","Treatment_Type","Treatment_State","median_time","delta_time","partition_num","avg_range","avg_angle","avg_length","avg_x","avg_y","dist_insult"
"57",377,25508,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:36:57",1.2,4,4.459177857,-0.746862857,7.334573,-0.058100259,4.458690995,0.458690995
"58",378,25509,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:36:57",1,4,3.498604625,-0.083148,4.243518125,-0.005094002,3.498576198,0.501423802
"59",379,25510,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:36:57",0.9,4,3.094496,-16.99277778,3.309377667,-0.904187474,2.95925431,1.04074569
"60",380,25511,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:36:58",1.2,4,3.532032625,6.5539125,4.665683875,0.403120175,3.508872195,0.491127805
"61",381,25512,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:36:58",1.5,4,3.2163285,5.95361,4.0289888,0.333600538,3.198635276,0.801364724
"62",382,25513,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:36:58",1.5,4,2.318957786,11.75530714,6.934565286,0.472440611,2.269300764,1.730699236
"63",383,25514,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:36:58",0.7,4,4.136919429,1.796842857,6.259189286,0.129715802,4.134864508,0.134864508
"64",384,25515,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:36:59",1,4,1.8605707,-10.78673,2.949569,-0.348490802,1.827381871,2.172618129
"65",385,25516,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:36:59",1.1,4,3.374510125,-12.7305,3.646927625,-0.743470303,3.291300912,0.708699088
"66",386,25517,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:36:59",0.8,4,3.859705875,0.41861175,4.6529325,0.028171614,3.859561874,0.140438126
"67",387,25518,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:00",1.1,4,1.834110778,-9.187811111,5.322119333,-0.293094095,1.810176802,2.189823198
"68",388,25519,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:00",1,4,3.266744375,-27.99775,5.110728,-1.533434101,2.884264464,1.115735536
"69",389,25520,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:00",1.6,4,3.2022081,9.05883,3.9938528,0.504121643,3.161869878,0.838130122
"70",390,25521,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:00",0.7,4,1.814801714,-6.519,6.753669,-0.206002065,1.802907045,2.197092955
"71",391,25522,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:00",0.7,4,4.7072075,-4.940075,15.22888163,-0.405343436,4.6896465,0.6896465
"72",392,25523,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:00",0.9,4,3.274328571,2.156942857,4.497947,0.123218874,3.271918796,0.728081204
"73",393,25524,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:01",0.8,4,2.689732286,-4.767057143,3.722687,-0.223603899,2.679520332,1.320479668
"74",394,25525,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:01",1.5,4,2.615072357,27.66857143,6.703203143,1.214011353,2.31502574,1.68497426
"75",395,25526,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:02",0.9,4,3.840131667,-15.977,6.594487111,-1.056976948,3.691762219,0.308237781
"76",396,25527,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:02",1,4,1.855359625,-0.30648925,6.749245,-0.009856012,1.855224013,2.144775987
"77",397,25528,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:03",1.3,4,3.826580125,-13.03925,4.130067625,-0.863240246,3.727826608,0.272173392
"78",398,25529,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:04",0.7,4,3.646537125,-9.3986375,9.638057625,-0.59547901,3.597570714,0.402429286
"79",399,25530,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:04",1.3,4,3.734910727,-18.00481818,4.259811727,-1.154371347,3.551975431,0.448024569
"80",400,25531,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:05",0.9,4,3.521709,-6.420255556,6.397133333,-0.393793354,3.499599229,0.500400771
"81",401,25532,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:05",1,4,4.522821,1.759955556,5.320074,0.138901297,4.520567706,0.520567706
"82",402,25533,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:06",0.6,4,4.137935714,-7.784328571,4.540231143,-0.560451388,4.099789506,0.099789506
"83",403,25534,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:10",0.9,4,3.5456582,-9.58746,6.8122646,-0.590491633,3.495988926,0.504011074
"84",404,25535,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:10",1.1,4,3.732861333,-3.283622222,10.73634067,-0.213855498,3.726568746,0.273431254
"85",405,25536,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:11",0.9,5,3.338473222,6.404266667,4.280626889,0.372370906,3.317617245,0.682382755
"86",406,25537,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:12",0.7,5,3.348872875,-18.21375,7.256817375,-1.046682681,3.180975741,0.819024259
"87",407,25538,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:12",1.6,5,3.566151417,-7.72515,3.443001833,-0.479222031,3.533449249,0.466550751
"88",408,25539,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:12",1.5,5,3.0417152,1.979581333,8.631844,0.105266374,3.039519497,0.960480503
"89",409,25540,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:13",0.8,5,2.901165857,1.788418571,5.176305,0.090562937,2.899649678,1.100350322
"90",410,25541,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:13",0.7,5,3.941395571,-15.621,5.430113571,-1.061304776,3.795798026,0.204201974
"91",411,25542,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:13",1.1,5,4.167677667,-0.126043222,4.897253778,-0.009144399,4.167598959,0.167598959
"92",412,25543,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:14",1,5,5.856592778,-6.224955556,10.60336,-0.635026862,5.822027304,1.822027304
"93",413,25544,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:14",1,5,4.18539475,-16.098875,6.537807625,-1.160497868,4.021173833,0.021173833
"94",414,25545,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:14",0.9,5,2.9416858,6.72549,4.5402212,0.344498158,2.921417475,1.078582525
"95",415,25546,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:14",0.8,5,4.370338714,-2.331985714,4.804011,-0.177818924,4.366670357,0.366670357
"96",416,25547,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:14",0.9,5,5.18988125,-8.050775,4.97869875,-0.726840122,5.138707231,1.138707231
"97",417,25548,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:14",1.4,5,2.9994933,-6.27211,5.4942698,-0.327825204,2.981060647,1.018939353
"98",418,25549,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:14",0.9,5,3.3920085,1.04670625,5.721050625,0.061965532,3.391339277,0.608660723
"99",419,25550,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:14",1.2,5,2.575822333,5.3334,4.570610889,0.239396642,2.564572966,1.435427034
"100",420,25551,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:16",0.6,5,5.681307714,-7.513071429,12.46157471,-0.742843946,5.632521679,1.632521679
"101",421,25552,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:16",0.6,5,2.507097857,2.634671429,5.239371857,0.115257581,2.504431705,1.495568295
"102",422,25553,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:16",0.6,5,3.251453857,-11.40685714,4.080195,-0.643040806,3.187218467,0.812781533
"103",423,25554,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:16",0.9,5,4.108271429,-18.685,4.578685714,-1.31599245,3.891549646,0.108450354
"104",424,25555,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:16",0.7,5,3.769533,2.235575,8.178960625,0.147029067,3.766613457,0.233386543
"105",425,25556,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:16",1,5,4.04852125,9.0439875,7.285528,0.636338268,3.998027066,0.001972934
"106",426,25557,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:16",1.1,5,4.161596,-7.177714286,7.417647571,-0.51966973,4.128659499,0.128659499
"107",427,25558,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:17",1.3,5,1.6392178,-34.2253,2.3901802,-0.921967728,1.355267914,2.644732086
"108",428,25559,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:18",0.6,5,5.076605,4.973542857,11.13551071,0.440118881,5.057483036,1.057483036
"109",429,25560,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:18",0.6,5,3.038636143,-7.450971429,8.850388143,-0.394043581,3.012969433,0.987030567
"110",430,25561,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:18",0.8,5,2.584058286,8.169914286,2.480102143,0.367340367,2.557439943,1.442560057
"111",431,25562,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:21",0.6,5,2.235156,1.9714,3.076124571,0.076899402,2.233801293,1.766198707
"112",432,25563,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:21",1.2,5,3.0626037,-14.4762,3.8590849,-0.765338708,2.964973731,1.035026269
"113",433,25564,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:23",0.8,5,2.62778025,8.3245125,3.78512,0.380443379,2.600052255,1.399947745
"114",434,25565,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:22",1.4,5,2.848571583,-3.90515,2.850001417,-0.194062881,2.841654109,1.158345891
"115",435,25566,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:23",1,5,3.069186875,0.35293125,4.815788125,0.018702592,3.068920627,0.931079373
"116",436,25567,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:23",0.6,5,0.926917857,-6.445285714,4.567033714,-0.103772723,0.920747541,3.079252459
"117",437,25568,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:23",1,5,3.878141444,-16.16355556,4.975599889,-1.079271669,3.724300211,0.275699789
"118",438,25569,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:24",1.1,5,3.484402875,-20.099,5.02534875,-1.197384573,3.272184159,0.727815841
"119",439,25570,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:24",1.2,5,1.140023333,-6.364106667,3.07577175,-0.125264033,1.13024286,2.86975714
"120",440,25571,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:23",2.7,5,0.661351885,-16.23880385,3.649587962,-0.175751648,0.628242399,3.371757601
"121",441,25572,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:24",1,5,3.669950909,-22.00354545,6.412589364,-1.374993008,3.40257355,0.59742645
"122",442,25574,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:25",1.2,5,1.112887818,-25.25481818,2.894923273,-0.474868517,1.005668582,2.994331418
"123",443,25575,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:25",1.4,5,0.724864818,-24.15445455,2.326311,-0.291936481,0.659346122,3.340653878
"124",444,25576,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:25",1.5,5,3.096477125,-5.3096625,4.84335475,-0.286563624,3.083020543,0.916979457
"125",445,25577,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:26",1.3,5,2.43388,-26.5852,3.5415189,-1.08891234,2.17642012,1.82357988
"126",446,25578,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:26",0.7,5,3.691368,-22.52714286,7.603595857,-1.414236736,3.409682512,0.590317488
"127",447,25579,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:25",1.9,5,0.597267125,-41.776625,4.474172063,-0.395358774,0.445148479,3.554851521
"128",448,25580,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:26",1.2,5,3.1299565,-19.215875,3.75845675,-1.030106895,2.955522501,1.044477499
"129",449,25581,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:26",1.4,5,4.066498385,-15.60369231,6.614870538,-1.093521743,3.916139788,0.083860212
"130",450,25582,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:26",1.5,5,0.754091636,-26.03472727,3.187148182,-0.326630061,0.675922449,3.324077551
"131",451,25583,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:27",0.8,5,4.042074,-19.70485714,4.447972,-1.362888297,3.805367055,0.194632945
"132",452,25584,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:28",0.6,5,3.620812429,-15.55771429,6.489569143,-0.971128401,3.48813051,0.51186949
"133",453,25585,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:28",0.7,5,4.132106375,-19.586375,5.509581875,-1.385149138,3.892949404,0.107050596
"134",454,25586,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:28",1,5,4.918953143,-3.5686,5.398730143,-0.306149021,4.909335938,0.909335938
"135",455,25587,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:29",1,5,2.357604333,-14.98644444,3.021910889,-0.609679573,2.277039431,1.722960569
"136",456,25588,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:30",0.9,5,3.143126143,-14.766,3.902147429,-0.801102594,3.039252159,0.960747841
"137",457,25589,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:31",2,5,2.005648133,-5.79142,2.958503533,-0.202647819,1.993950427,2.006049573
"138",458,25590,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:32",0.9,5,5.143619,-16.79725,9.86545225,-1.486424518,4.924140809,0.924140809
"139",459,25591,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:33",0.8,5,3.509733143,-17.67828571,5.320805,-1.065804973,3.343934968,0.656065032
"140",460,25593,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:33",1.1,5,5.156147889,-16.26322222,7.729502667,-1.443942067,4.949746416,0.949746416
"141",461,25594,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:34",0.8,5,3.142872889,-9.981022222,6.052418667,-0.54470729,3.095247874,0.904752126
"142",462,25595,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:34",0.7,5,5.183321857,-1.280257143,9.950557286,-0.115804812,5.18200402,1.18200402
"143",463,25596,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:34",1.1,5,4.1188492,11.4364,6.4305608,0.816680862,4.03700461,0.03700461
"144",464,25597,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:34",1,5,2.97178225,-11.860375,5.73148575,-0.610584096,2.907874621,1.092125379
"145",465,25598,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:35",0.9,5,4.0484495,-18.195125,4.86382,-1.264123646,3.845924907,0.154075093
"146",466,25599,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:35",0.9,5,3.236816571,2.148971429,2.685453857,0.121379939,3.234456901,0.765543099
"147",467,25600,"Block1_Bubbles(Off)",1,"Bubbles(Off)","Bubbles","Off","18:37:36",0.8,5,3.508252875,-7.0978125,4.647266625,-0.433496159,3.481350409,0.518649591
